soil_type,season,temperature,humidity,rainfall,crop
sandy,Zaid,25.45,41.32,52.8,Sesame
sandy,Zaid,32.41,37.95,48.96,Sesame
sandy,Zaid,26.66,45.01,38.45,Sesame
sandy,Zaid,29.01,35.43,31.44,Sesame
sandy,Zaid,30.72,41.84,25.31,Sesame
sandy,Zaid,30.04,44.41,34.06,Sesame
sandy,Zaid,27.96,35.37,29.17,Sesame
sandy,Zaid,25.46,34.76,26.37,Sesame
sandy,Zaid,34.42,35.56,29.65,Sesame
sandy,Zaid,31.42,34.98,53.82,Sesame
sandy,Zaid,25.01,36.95,46.18,Sesame
sandy,Zaid,28.25,48.93,55.94,Sesame
sandy,Zaid,32.22,38.17,46.4,Sesame
sandy,Zaid,34.85,42.52,25.36,Sesame
sandy,Zaid,27.19,49.3,31.19,Sesame
sandy,Zaid,30.37,49.58,52.24,Sesame
sandy,Zaid,32.23,43.76,58.1,Sesame
sandy,Zaid,33.7,42.69,44.28,Sesame
sandy,Zaid,27.21,35.38,45.36,Sesame
sandy,Zaid,26.56,34.63,50.42,Sesame
sandy,Zaid,26.48,39.58,42.36,Sesame
sandy,Zaid,26.85,47.25,31.61,Sesame
sandy,Zaid,34.43,33.61,34.87,Sesame
sandy,Zaid,26.63,33.55,38.8,Sesame
sandy,Zaid,25.69,31.44,33.58,Sesame
sandy,Zaid,26.0,40.54,50.44,Sesame
sandy,Zaid,31.03,37.56,25.73,Sesame
sandy,Zaid,32.63,42.89,26.53,Sesame
sandy,Zaid,32.7,35.35,57.85,Sesame
sandy,Zaid,32.92,30.19,52.71,Sesame
sandy,Zaid,33.53,31.7,29.87,Sesame
sandy,Zaid,33.15,36.15,41.76,Sesame
sandy,Zaid,25.56,43.84,46.96,Sesame
sandy,Zaid,25.21,30.89,44.06,Sesame
sandy,Zaid,30.12,46.73,29.96,Sesame
sandy,Zaid,25.24,38.54,30.16,Sesame
sandy,Zaid,27.26,47.58,38.47,Sesame
sandy,Zaid,29.92,49.82,32.86,Sesame
sandy,Zaid,28.57,42.31,29.14,Sesame
sandy,Zaid,33.96,42.09,31.23,Sesame
sandy,Zaid,31.0,43.59,30.26,Sesame
sandy,Zaid,31.25,35.74,55.64,Sesame
sandy,Zaid,34.16,43.23,57.65,Sesame
sandy,Zaid,32.89,47.23,59.23,Sesame
sandy,Zaid,28.2,37.81,50.25,Sesame
sandy,Zaid,33.15,32.26,39.96,Sesame
sandy,Zaid,26.45,36.46,29.46,Sesame
sandy,Zaid,28.53,39.88,41.85,Sesame
sandy,Zaid,31.02,42.73,29.84,Sesame
sandy,Zaid,28.83,40.99,43.86,Sesame
sandy,Zaid,30.32,46.43,38.46,Sesame
sandy,Zaid,30.27,45.53,53.4,Sesame
sandy,Zaid,32.03,34.7,25.1,Sesame
sandy,Zaid,28.62,39.48,29.68,Sesame
sandy,Zaid,25.6,36.99,54.71,Sesame
sandy,Zaid,27.95,32.88,54.87,Sesame
sandy,Zaid,27.42,46.56,26.96,Sesame
sandy,Zaid,26.17,43.92,30.01,Sesame
sandy,Zaid,31.96,38.49,26.89,Sesame
sandy,Zaid,31.63,31.48,54.31,Sesame
sandy,Zaid,25.3,37.3,27.76,Sesame
sandy,Zaid,25.12,46.62,39.58,Sesame
sandy,Zaid,29.7,32.8,43.46,Sesame
sandy,Zaid,29.7,44.45,40.54,Sesame
sandy,Zaid,27.87,33.12,55.84,Sesame
sandy,Zaid,31.04,33.47,30.61,Sesame
sandy,Zaid,33.33,43.6,55.66,Sesame
sandy,Zaid,34.19,40.04,49.83,Sesame
sandy,Zaid,34.31,35.44,28.22,Sesame
sandy,Zaid,34.78,32.5,32.42,Sesame
sandy,Zaid,27.19,33.67,51.11,Sesame
sandy,Zaid,33.17,39.37,35.96,Sesame
sandy,Zaid,33.27,33.3,53.12,Sesame
sandy,Zaid,26.95,32.17,27.72,Sesame
sandy,Zaid,25.28,35.64,43.95,Sesame
sandy,Zaid,27.12,30.22,56.84,Sesame
sandy,Zaid,30.52,42.77,26.13,Sesame
sandy,Zaid,25.85,41.4,26.57,Sesame
sandy,Zaid,25.46,36.29,58.02,Sesame
sandy,Zaid,34.81,45.03,58.56,Sesame
sandy,Zaid,28.14,37.81,37.45,Sesame
sandy,Zaid,32.03,31.95,39.26,Sesame
sandy,Zaid,30.02,45.5,25.83,Sesame
sandy,Zaid,29.77,47.38,26.31,Sesame
sandy,Zaid,26.52,39.26,55.98,Sesame
sandy,Zaid,34.53,34.63,32.55,Sesame
sandy,Zaid,32.69,33.22,58.73,Sesame
sandy,Zaid,29.47,32.62,35.18,Sesame
sandy,Zaid,25.4,44.26,48.9,Sesame
sandy,Zaid,27.09,42.21,27.62,Sesame
sandy,Zaid,30.67,49.89,28.41,Sesame
sandy,Zaid,26.43,47.41,44.15,Sesame
sandy,Zaid,29.99,39.1,30.94,Sesame
sandy,Zaid,26.61,35.6,37.72,Sesame
sandy,Zaid,25.71,44.21,41.13,Sesame
sandy,Zaid,34.78,45.26,40.47,Sesame
sandy,Zaid,34.4,49.43,42.09,Sesame
sandy,Zaid,33.59,38.02,55.0,Sesame
sandy,Zaid,29.41,40.25,46.86,Sesame
sandy,Zaid,28.74,43.64,42.71,Sesame
sandy,Zaid,33.77,49.82,26.49,Sesame
sandy,Zaid,32.41,34.9,53.74,Sesame
sandy,Zaid,26.55,32.11,38.15,Sesame
sandy,Zaid,33.54,34.46,55.6,Sesame
sandy,Zaid,28.49,39.37,43.73,Sesame
sandy,Zaid,26.09,33.61,28.79,Sesame
sandy,Zaid,32.68,33.99,36.51,Sesame
sandy,Zaid,28.42,42.09,32.44,Sesame
sandy,Zaid,26.14,39.09,44.08,Sesame
sandy,Zaid,26.46,34.27,44.89,Sesame
sandy,Zaid,25.62,46.17,52.63,Sesame
sandy,Zaid,27.13,34.23,25.8,Sesame
sandy,Zaid,27.7,42.71,27.93,Sesame
sandy,Zaid,27.74,31.63,55.58,Sesame
sandy,Zaid,33.71,40.5,48.44,Sesame
sandy,Zaid,26.84,31.07,56.32,Sesame
sandy,Zaid,28.42,45.06,30.76,Sesame
sandy,Zaid,34.42,39.63,43.74,Sesame
sandy,Zaid,34.66,38.74,56.94,Sesame
